,att1,att2,att3,att4,att5,att6,att7,att8,att9,id,outlier
0,0.172413793103,0.395721925134,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.483516483516,0.74921630094,0.737113402062,1362.0,'yes'
1,0.0689655172414,0.395721925134,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.571428571429,0.74921630094,0.716494845361,1808.0,'yes'
2,0.16091954023,0.395721925134,0.127659574468,0.0519761775853,0.0568181818182,0.0127604166667,0.494505494505,0.915360501567,0.871134020619,2798.0,'yes'
3,0.0689655172414,0.390374331551,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.582417582418,0.74921630094,0.716494845361,4765.0,'yes'
4,0.149425287356,0.438502673797,0.127659574468,0.0519761775853,0.0568181818182,0.0127604166667,0.505494505495,0.915360501567,0.865979381443,4801.0,'yes'
5,0.137931034483,0.513368983957,0.127659574468,0.0519761775853,0.0568181818182,0.0127604166667,0.516483516484,0.915360501567,0.865979381443,5744.0,'yes'
6,0.16091954023,0.390374331551,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.483516483516,0.74921630094,0.737113402062,7082.0,'yes'
7,0.0689655172414,0.395721925134,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.582417582418,0.74921630094,0.716494845361,7530.0,'yes'
8,0.241379310345,0.764705882353,0.191489361702,0.0519761775853,0.215909090909,0.0127604166667,0.450549450549,0.742946708464,0.742268041237,8186.0,'yes'
9,0.0919540229885,0.417112299465,0.127659574468,0.0519761775853,0.198863636364,0.0127604166667,0.56043956044,0.74921630094,0.721649484536,9932.0,'yes'
10,0.149425287356,0.390374331551,0.170212765957,0.0519761775853,0.238636363636,0.0127604166667,0.527472527473,0.71473354232,0.701030927835,10532.0,'yes'
11,0.32183908046,0.689839572193,0.234042553191,0.0519761775853,0.0,0.0123697916667,0.395604395604,0.993730407524,0.958762886598,10946.0,'yes'
12,0.126436781609,0.390374331551,0.170212765957,0.0519761775853,0.238636363636,0.0127604166667,0.538461538462,0.71473354232,0.69587628866,14178.0,'yes'
13,0.229885057471,0.283422459893,0.553191489362,0.0546832701678,0.267045454545,0.0127604166667,0.637362637363,0.739811912226,0.690721649485,3646.0,'no'
14,0.103448275862,0.27807486631,0.191489361702,0.0519761775853,0.244318181818,0.0126302083333,0.582417582418,0.711598746082,0.685567010309,1064.0,'no'
15,0.126436781609,0.272727272727,0.276595744681,0.0530590146183,0.25,0.0127604166667,0.593406593407,0.71473354232,0.680412371134,13502.0,'no'
16,0.218390804598,0.272727272727,0.127659574468,0.0519761775853,0.0397727272727,0.0123697916667,0.428571428571,0.92789968652,0.896907216495,9108.0,'no'
17,0.103448275862,0.251336898396,0.255319148936,0.0519761775853,0.244318181818,0.0126953125,0.615384615385,0.721003134796,0.685567010309,8970.0,'no'
18,0.218390804598,0.272727272727,0.446808510638,0.0519761775853,0.107954545455,0.0147135416667,0.593406593407,0.902821316614,0.835051546392,14261.0,'no'
19,0.0574712643678,0.288770053476,0.170212765957,0.0519761775853,0.238636363636,0.0133463541667,0.615384615385,0.717868338558,0.680412371134,3504.0,'no'
20,0.0114942528736,0.272727272727,0.127659574468,0.0541418516513,0.0852272727273,0.0124348958333,0.648351648352,0.880877742947,0.809278350515,10007.0,'no'
21,0.114942528736,0.288770053476,0.127659574468,0.0519761775853,0.25,0.0128255208333,0.538461538462,0.69592476489,0.680412371134,7723.0,'no'
22,0.0229885057471,0.27807486631,0.127659574468,0.0519761775853,0.227272727273,0.0130859375,0.637362637363,0.721003134796,0.680412371134,238.0,'no'
23,0.137931034483,0.251336898396,0.744680851064,0.0519761775853,0.25,0.0127604166667,0.835164835165,0.786833855799,0.685567010309,12835.0,'no'
24,0.0114942528736,0.27807486631,0.404255319149,0.0519761775853,0.198863636364,0.0146484375,0.78021978022,0.793103448276,0.701030927835,6424.0,'no'
25,0.126436781609,0.245989304813,0.212765957447,0.0519761775853,0.25,0.0127604166667,0.582417582418,0.708463949843,0.680412371134,1620.0,'no'
26,0.137931034483,0.272727272727,0.255319148936,0.0536004331348,0.25,0.0127604166667,0.582417582418,0.71473354232,0.685567010309,8057.0,'no'
27,0.0689655172414,0.27807486631,0.659574468085,0.0519761775853,0.238636363636,0.0127604166667,0.857142857143,0.789968652038,0.685567010309,296.0,'no'
28,0.0229885057471,0.288770053476,0.255319148936,0.0514347590688,0.227272727273,0.0126953125,0.681318681319,0.736677115987,0.680412371134,1306.0,'no'
29,0.149425287356,0.27807486631,0.744680851064,0.0519761775853,0.261363636364,0.0145833333333,0.835164835165,0.777429467085,0.680412371134,1016.0,'no'
30,0.0804597701149,0.272727272727,0.106382978723,0.0665944775311,0.238636363636,0.0121744791667,0.56043956044,0.708463949843,0.685567010309,5115.0,'no'
31,0.0114942528736,0.27807486631,0.106382978723,0.0519761775853,0.221590909091,0.012890625,0.626373626374,0.721003134796,0.680412371134,12907.0,'no'
32,0.0114942528736,0.272727272727,0.170212765957,0.0519761775853,0.119318181818,0.0127604166667,0.659340659341,0.846394984326,0.773195876289,6516.0,'no'
33,0.229885057471,0.272727272727,0.170212765957,0.0519761775853,0.164772727273,0.0143229166667,0.450549450549,0.796238244514,0.783505154639,8851.0,'no'
34,0.114942528736,0.272727272727,0.127659574468,0.0519761775853,0.25,0.0134765625,0.549450549451,0.69592476489,0.680412371134,10572.0,'no'
35,0.0114942528736,0.283422459893,0.170212765957,0.0536004331348,0.119318181818,0.0127604166667,0.659340659341,0.846394984326,0.778350515464,2407.0,'no'
36,0.195402298851,0.245989304813,0.127659574468,0.0519761775853,0.272727272727,0.0127604166667,0.472527472527,0.670846394984,0.680412371134,12658.0,'no'
37,0.229885057471,0.272727272727,0.31914893617,0.0519761775853,0.272727272727,0.012109375,0.538461538462,0.699059561129,0.685567010309,13382.0,'no'
