,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,id,outlier
0,0.323657474601,0.793785310734,0.848661233993,0.660062565172,0.622244488978,0.755102040816,0.760761589404,0.671654929577,0.603723404255,0.636170212766,0.454905847374,0.406215316315,0.281899109792,0.203557312253,0.286607142857,0.474383301708,0.352482960078,0.358857142857,0.27562642369,0.465936739659,0.220883534137,4694.0,'yes'
1,0.423802612482,0.769774011299,0.632130384168,0.572471324296,0.74749498998,0.670408163265,0.715231788079,0.617957746479,0.637411347518,0.457446808511,0.291377601586,0.590455049945,0.302670623145,0.375494071146,0.296428571429,0.38330170778,0.545277507303,0.394285714286,0.451025056948,0.470802919708,0.468540829987,2401.0,'yes'
2,0.477503628447,0.580508474576,0.554132712456,0.47653806048,0.851703406814,0.509183673469,0.745860927152,0.785211267606,0.508865248227,0.51914893617,0.436075322101,0.256381798002,0.341246290801,0.384387351779,0.229464285714,0.35009487666,0.117818889971,0.406857142857,0.149202733485,0.402676399027,0.370816599732,3602.0,'yes'
3,0.645863570392,0.570621468927,0.525029103609,0.631908237748,0.682364729459,0.382653061224,0.478476821192,0.608274647887,0.47695035461,0.190425531915,0.428146679881,0.127635960044,0.500494559842,0.555335968379,0.463392857143,0.537950664137,0.564751703992,0.485714285714,0.576309794989,0.518248175182,0.597054886212,705.0,'yes'
4,0.21915820029,0.690677966102,0.530849825378,0.715328467153,0.687374749499,0.571428571429,0.649006622517,0.5625,0.52304964539,0.303191489362,0.258671952428,0.0721420643729,0.190900098912,0.408102766798,0.322321428571,0.425996204934,0.400194741967,0.701714285714,0.515945330296,0.294403892944,0.463186077644,3829.0,'yes'
5,0.195936139332,0.199152542373,0.642607683353,0.551616266945,0.528056112224,0.607142857143,0.644039735099,0.541373239437,0.512411347518,0.406382978723,0.373637264618,0.54384017758,0.164193867458,0.597826086957,0.39375,0.496204933586,0.420642648491,0.413714285714,0.656036446469,0.615571776156,0.362784471218,3575.0,'yes'
6,0.374455732946,0.468926553672,0.526193247963,0.420229405631,0.579158316633,0.378571428571,0.355132450331,0.549295774648,0.399822695035,0.248936170213,0.278493557978,0.298557158713,0.57665677547,0.549407114625,0.525892857143,0.615749525617,0.610516066212,0.636571428571,0.441913439636,0.557177615572,0.56358768407,2648.0,'yes'
7,0.32946298984,0.555084745763,0.542491268917,0.803962460897,0.655310621242,0.776530612245,0.629139072848,0.632042253521,0.653368794326,0.421276595745,0.505450941526,0.258601553829,0.363006923838,0.376482213439,0.316964285714,0.255218216319,0.380720545278,0.248,0.530751708428,0.294403892944,0.4953145917,3260.0,'yes'
8,0.426705370102,0.278248587571,0.691501746217,0.684045881126,0.795591182365,0.628571428571,0.597682119205,0.551056338028,0.567375886525,0.489361702128,0.306243805748,0.260821309656,0.313550939664,0.318181818182,0.416964285714,0.476280834915,0.497565725414,0.509714285714,0.509111617312,0.4099756691,0.190093708166,3095.0,'yes'
9,0.638606676343,0.724576271186,0.454016298021,0.554744525547,0.669338677355,0.237755102041,0.528145695364,0.347711267606,0.402482269504,0.340425531915,0.429137760159,0.18756936737,0.638971315529,0.526679841897,0.676785714286,0.698292220114,0.700097370983,0.472,0.552391799544,0.609489051095,0.650602409639,2053.0,'yes'
10,0.66618287373,0.704802259887,0.437718277066,0.359749739312,0.5250501002,0.30612244898,0.514900662252,0.518485915493,0.568262411348,0.476595744681,0.307234886026,0.449500554939,0.440158259149,0.534584980237,0.408035714286,0.687855787476,0.629016553067,0.641142857143,0.388382687927,0.418491484185,0.519410977242,615.0,'yes'
11,0.371552975327,0.218926553672,0.587892898719,0.645464025026,0.329659318637,0.518367346939,0.456953642384,0.487676056338,0.404255319149,0.28829787234,0.313181367691,0.54384017758,0.636993076162,0.594861660079,0.479464285714,0.552182163188,0.351509250243,0.698285714286,0.585421412301,0.414841849148,0.420348058902,1114.0,'yes'
12,0.404934687954,0.347457627119,0.497089639115,0.401459854015,0.374749498998,0.384693877551,0.377483443709,0.396126760563,0.253546099291,0.513829787234,0.131813676908,0.492785793563,0.700296735905,0.692687747036,0.752678571429,0.715370018975,0.578383641675,0.577142857143,0.789293849658,0.384428223844,0.421686746988,2417.0,'yes'
13,0.55297532656,0.752824858757,0.474970896391,0.532846715328,0.436873747495,0.241836734694,0.295529801325,0.428697183099,0.27304964539,0.418085106383,0.371655104063,0.580466148724,0.661721068249,0.796442687747,0.684821428571,0.641366223909,0.717624148004,0.965714285714,0.660592255125,0.442822384428,0.530120481928,4548.0,'yes'
