,att1,att2,att3,att4,att5,att6,att7,att8,att9,id,outlier
0,0.214285714286,0.607954545455,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.347222222222,0.746875,0.737113402062,1362.0,'yes'
1,0.0857142857143,0.607954545455,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.458333333333,0.746875,0.716494845361,1808.0,'yes'
2,0.2,0.607954545455,0.127659574468,0.0201454952434,0.0674157303371,0.0884280132251,0.361111111111,0.9125,0.871134020619,2798.0,'yes'
3,0.0857142857143,0.602272727273,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.472222222222,0.746875,0.716494845361,4765.0,'yes'
4,0.185714285714,0.653409090909,0.127659574468,0.0201454952434,0.0674157303371,0.0884280132251,0.375,0.9125,0.865979381443,4801.0,'yes'
5,0.171428571429,0.732954545455,0.127659574468,0.0201454952434,0.0674157303371,0.0884280132251,0.388888888889,0.9125,0.865979381443,5744.0,'yes'
6,0.2,0.602272727273,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.347222222222,0.746875,0.737113402062,7082.0,'yes'
7,0.0857142857143,0.607954545455,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.472222222222,0.746875,0.716494845361,7530.0,'yes'
8,0.3,1.0,0.191489361702,0.0201454952434,0.224719101124,0.0884280132251,0.305555555556,0.740625,0.742268041237,8186.0,'yes'
9,0.114285714286,0.630681818182,0.127659574468,0.0201454952434,0.207865168539,0.0884280132251,0.444444444444,0.746875,0.721649484536,9932.0,'yes'
10,0.185714285714,0.602272727273,0.170212765957,0.0201454952434,0.247191011236,0.0884280132251,0.402777777778,0.7125,0.701030927835,10532.0,'yes'
11,0.4,0.920454545455,0.234042553191,0.0201454952434,0.0112359550562,0.0880673279231,0.236111111111,0.990625,0.958762886598,10946.0,'yes'
12,0.157142857143,0.602272727273,0.170212765957,0.0201454952434,0.247191011236,0.0884280132251,0.416666666667,0.7125,0.69587628866,14178.0,'yes'
13,0.157142857143,0.477272727273,0.148936170213,0.0240626748741,0.258426966292,0.0884280132251,0.416666666667,0.696875,0.680412371134,10862.0,'no'
14,0.185714285714,0.460227272727,0.276595744681,0.0201454952434,0.258426966292,0.0872257288849,0.472222222222,0.7125,0.685567010309,3582.0,'no'
15,0.557142857143,0.494318181818,0.170212765957,0.0218242865137,0.0112359550562,0.0884280132251,0.0416666666667,0.98125,0.989690721649,11862.0,'no'
16,0.0142857142857,0.477272727273,0.191489361702,0.0201454952434,0.14606741573,0.0872858431019,0.583333333333,0.83125,0.762886597938,14257.0,'no'
17,0.642857142857,0.477272727273,0.276595744681,0.023503077784,0.0898876404494,0.087706642621,0.0416666666667,0.909375,0.927835051546,10390.0,'no'
18,0.685714285714,0.477272727273,0.36170212766,0.0201454952434,0.129213483146,0.0892696122633,0.0277777777778,0.871875,0.896907216495,13246.0,'no'
19,0.0714285714286,0.488636363636,0.106382978723,0.0201454952434,0.247191011236,0.0887886985272,0.458333333333,0.703125,0.680412371134,4480.0,'no'
20,0.0285714285714,0.482954545455,0.723404255319,0.0201454952434,0.224719101124,0.0884280132251,0.916666666667,0.81875,0.690721649485,12302.0,'no'
21,0.614285714286,0.477272727273,0.255319148936,0.0201454952434,0.0224719101124,0.0884280132251,0.0416666666667,0.978125,0.984536082474,6548.0,'no'
22,0.271428571429,0.494318181818,0.170212765957,0.0201454952434,0.280898876404,0.0884280132251,0.333333333333,0.675,0.680412371134,6050.0,'no'
23,0.214285714286,0.477272727273,0.276595744681,0.0201454952434,0.269662921348,0.087646528404,0.458333333333,0.70625,0.685567010309,8630.0,'no'
24,0.0571428571429,0.454545454545,0.234042553191,0.0201454952434,0.23595505618,0.0883678990081,0.569444444444,0.73125,0.685567010309,2918.0,'no'
25,0.0142857142857,0.477272727273,0.148936170213,0.0201454952434,0.185393258427,0.0902314397355,0.555555555556,0.775,0.721649484536,13490.0,'no'
26,0.614285714286,0.477272727273,0.255319148936,0.0201454952434,0.0393258426966,0.092515779982,0.0416666666667,0.9625,0.969072164948,7352.0,'no'
27,0.971428571429,0.488636363636,0.723404255319,0.0223838836038,0.325842696629,0.0884280132251,0.0,0.70625,0.768041237113,14025.0,'no'
28,0.0571428571429,0.477272727273,0.191489361702,0.0207050923335,0.23595505618,0.0884280132251,0.541666666667,0.725,0.685567010309,10971.0,'no'
29,0.685714285714,0.471590909091,0.36170212766,0.0190263010632,0.123595505618,0.087947099489,0.0277777777778,0.878125,0.907216494845,12786.0,'no'
30,0.0714285714286,0.488636363636,0.31914893617,0.0201454952434,0.23595505618,0.0884280132251,0.611111111111,0.74375,0.685567010309,14265.0,'no'
31,0.0857142857143,0.505681818182,0.106382978723,0.0201454952434,0.247191011236,0.0884280132251,0.458333333333,0.70625,0.680412371134,6394.0,'no'
32,0.285714285714,0.477272727273,0.127659574468,0.0201454952434,0.112359550562,0.0896302975654,0.277777777778,0.8625,0.845360824742,7550.0,'no'
33,0.185714285714,0.477272727273,0.255319148936,0.0201454952434,0.269662921348,0.0884280132251,0.444444444444,0.7,0.680412371134,2441.0,'no'
34,0.6,0.477272727273,0.234042553191,0.017907106883,0.0168539325843,0.0884280132251,0.0416666666667,0.98125,0.989690721649,1786.0,'no'
35,0.128571428571,0.477272727273,0.170212765957,0.0201454952434,0.258426966292,0.0901713255185,0.444444444444,0.696875,0.680412371134,4893.0,'no'
36,0.0714285714286,0.477272727273,0.127659574468,0.0201454952434,0.23595505618,0.087766756838,0.486111111111,0.71875,0.685567010309,13912.0,'no'
37,0.0142857142857,0.477272727273,0.212765957447,0.0195858981533,0.230337078652,0.0883678990081,0.597222222222,0.734375,0.680412371134,4489.0,'no'
38,0.285714285714,0.477272727273,0.510638297872,0.0184667039731,0.286516853933,0.0888488127442,0.541666666667,0.71875,0.680412371134,7373.0,'no'
39,0.0142857142857,0.465909090909,0.234042553191,0.0201454952434,0.230337078652,0.0884280132251,0.611111111111,0.740625,0.680412371134,13386.0,'no'
40,0.128571428571,0.477272727273,0.212765957447,0.0190263010632,0.252808988764,0.0880673279231,0.486111111111,0.7125,0.685567010309,1980.0,'no'
41,0.214285714286,0.477272727273,0.31914893617,0.0190263010632,0.269662921348,0.0883077847911,0.486111111111,0.7125,0.685567010309,5795.0,'no'
42,0.114285714286,0.477272727273,0.212765957447,0.0201454952434,0.247191011236,0.087766756838,0.513888888889,0.721875,0.685567010309,3112.0,'no'
43,0.228571428571,0.448863636364,0.170212765957,0.0201454952434,0.275280898876,0.0883678990081,0.347222222222,0.68125,0.680412371134,8942.0,'no'
44,0.257142857143,0.482954545455,0.191489361702,0.0167879127029,0.280898876404,0.0884280132251,0.347222222222,0.678125,0.680412371134,1635.0,'no'
45,0.242857142857,0.477272727273,0.297872340426,0.0201454952434,0.275280898876,0.0869852720168,0.430555555556,0.7,0.685567010309,1005.0,'no'
46,0.257142857143,0.488636363636,0.212765957447,0.0212646894236,0.280898876404,0.0884280132251,0.375,0.68125,0.680412371134,13108.0,'no'
47,0.128571428571,0.443181818182,0.212765957447,0.0201454952434,0.252808988764,0.0884280132251,0.486111111111,0.7125,0.685567010309,4735.0,'no'
